content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Tidak bisa membuka aplikasi.. hanya tertulis Sistem sedang Bermasalah silakan Copot pemasagan dan instal kembali"" kenapa tidak bisa yach..tolong di perbaiki",1,Negatif,tidak bisa membuka aplikasi hanya tertulis sistem sedang bermasalah silakan copot pemasagan dan instal kembali kenapa tidak bisa yachtolong di perbaiki,membuka aplikasi tertulis sistem bermasalah silakan copot pemasagan instal yachtolong perbaiki,"['membuka', 'aplikasi', 'tertulis', 'sistem', 'bermasalah', 'silakan', 'copot', 'pemasagan', 'instal', 'yachtolong', 'perbaiki']",buka aplikasi tulis sistem masalah sila copot pemasagan instal yachtolong baik
"baik bgt, bantuin saya mengikat barang bawaan, bapaknya bawa tali sendiri, dan bantu ngiketin.. katanya supaya ga susah bawa barangnya kak, soalnya perjalanan jauh.. top deh si bapak 😊👍",5,Positif,baik bgt bantuin saya mengikat barang bawaan bapaknya bawa tali sendiri dan bantu ngiketin katanya supaya ga susah bawa barangnya kak soalnya perjalanan jauh top deh si bapak ,bgt bantuin mengikat barang bawaan bapaknya bawa tali bantu ngiketin ga susah bawa barangnya kak perjalanan top deh si,"['bgt', 'bantuin', 'mengikat', 'barang', 'bawaan', 'bapaknya', 'bawa', 'tali', 'bantu', 'ngiketin', 'ga', 'susah', 'bawa', 'barangnya', 'kak', 'perjalanan', 'top', 'deh', 'si']",bgt bantuin ikat barang bawa bapak bawa tali bantu ngiketin ga susah bawa barang kak jalan top deh si
"Fast respon & pengantaran jg cepat, aman dan nyaman. Mhn driver nya sering2 diksh order. Mksh",5,Positif,fast respon  pengantaran jg cepat aman dan nyaman mhn driver nya sering diksh order mksh,fast respon pengantaran jg cepat aman nyaman mhn driver nya diksh order mksh,"['fast', 'respon', 'pengantaran', 'jg', 'cepat', 'aman', 'nyaman', 'mhn', 'driver', 'nya', 'diksh', 'order', 'mksh']",fast respon antar jg cepat aman nyaman mhn driver nya diksh order mksh
"Ini kenapa sih aplikasinya gak bisa dipake,harus ulang terus,padahal saya buru² mau ke terminal buat mudik dan sekarang saya ketinggalan bus dan harus nunggu besok,ini tolong selesaikanlah masalahnya",2,Negatif,ini kenapa sih aplikasinya gak bisa dipakeharus ulang teruspadahal saya buru mau ke terminal buat mudik dan sekarang saya ketinggalan bus dan harus nunggu besokini tolong selesaikanlah masalahnya,sih aplikasinya gak dipakeharus ulang teruspadahal buru terminal mudik ketinggalan bus nunggu besokini tolong selesaikanlah,"['sih', 'aplikasinya', 'gak', 'dipakeharus', 'ulang', 'teruspadahal', 'buru', 'terminal', 'mudik', 'ketinggalan', 'bus', 'nunggu', 'besokini', 'tolong', 'selesaikanlah']",sih aplikasi gak dipakeharus ulang teruspadahal buru terminal mudik tinggal bus nunggu besokini tolong selesai
Maaf saya kurangi bintangnya jadi 1.. karna drivernya tidak ada edukasi dari maksimnya.. apa lg skrg mau lebaran.. saya baru pertama kali naik maksim.. dan ternyata driver dr maksim tidak mau dibayar sesuai aplikasi.. bilangnya terlalu murah dan dia minta hampir 2x lipat dari harga aplikasi.. sehingga perdebatan terjadi.. dan sya akhirnya mengalah krna sdang berpuasa.. coba tindak oknum2 drivrernya yg sperti itu.. dan drivernya diriwayat pemesanan sya masih ada..,1,Negatif,maaf saya kurangi bintangnya jadi  karna drivernya tidak ada edukasi dari maksimnya apa lg skrg mau lebaran saya baru pertama kali naik maksim dan ternyata driver dr maksim tidak mau dibayar sesuai aplikasi bilangnya terlalu murah dan dia minta hampir x lipat dari harga aplikasi sehingga perdebatan terjadi dan sya akhirnya mengalah krna sdang berpuasa coba tindak oknum drivrernya yg sperti itu dan drivernya diriwayat pemesanan sya masih ada,maaf kurangi bintangnya karna drivernya edukasi maksimnya lg skrg lebaran kali maksim driver dr maksim dibayar sesuai aplikasi bilangnya murah x lipat harga aplikasi perdebatan sya mengalah krna sdang berpuasa coba tindak oknum drivrernya yg sperti drivernya diriwayat pemesanan sya,"['maaf', 'kurangi', 'bintangnya', 'karna', 'drivernya', 'edukasi', 'maksimnya', 'lg', 'skrg', 'lebaran', 'kali', 'maksim', 'driver', 'dr', 'maksim', 'dibayar', 'sesuai', 'aplikasi', 'bilangnya', 'murah', 'x', 'lipat', 'harga', 'aplikasi', 'perdebatan', 'sya', 'mengalah', 'krna', 'sdang', 'berpuasa', 'coba', 'tindak', 'oknum', 'drivrernya', 'yg', 'sperti', 'drivernya', 'diriwayat', 'pemesanan', 'sya']",maaf kurang bintang karna drivernya edukasi maksim lg skrg lebaran kali maksim driver dr maksim bayar sesuai aplikasi bilang murah x lipat harga aplikasi debat sya kalah krna sdang puasa coba tindak oknum drivrernya yg sperti drivernya riwayat mesan sya
"Kenapa aplikasinya tdk bs dibuka, sdh ber-kali2 install tetap tdk bs, mhn diperbaiki agar bs digunakan.",2,Negatif,kenapa aplikasinya tdk bs dibuka sdh berkali install tetap tdk bs mhn diperbaiki agar bs digunakan,aplikasinya tdk bs dibuka sdh berkali install tdk bs mhn diperbaiki bs,"['aplikasinya', 'tdk', 'bs', 'dibuka', 'sdh', 'berkali', 'install', 'tdk', 'bs', 'mhn', 'diperbaiki', 'bs']",aplikasi tdk bs buka sdh kali install tdk bs mhn baik bs
"Aplikasi Maxim bike, kerja = google map, tidak suport, sering Salah alamat..(.kurang canggih.)., khusus tujuan Budaya Cipta desa Tepus Salah mulu., Urip Sumoharjo gang Nusa Indah juga Salah mulu, aplikasi'nya nyasar mulu... Wao...😩😰😢👌😋.., tgl bln, thn lahir di.profil juga Salah dr aplikasinya., ga bisa di.edit..",1,Negatif,aplikasi maxim bike kerja  google map tidak suport sering salah alamatkurang canggih khusus tujuan budaya cipta desa tepus salah mulu urip sumoharjo gang nusa indah juga salah mulu aplikasinya nyasar mulu wao tgl bln thn lahir diprofil juga salah dr aplikasinya ga bisa diedit,aplikasi maxim bike kerja google map suport salah alamatkurang canggih khusus tujuan budaya cipta desa tepus salah mulu urip sumoharjo gang nusa indah salah mulu aplikasinya nyasar mulu wao tgl bln thn lahir diprofil salah dr aplikasinya ga diedit,"['aplikasi', 'maxim', 'bike', 'kerja', 'google', 'map', 'suport', 'salah', 'alamatkurang', 'canggih', 'khusus', 'tujuan', 'budaya', 'cipta', 'desa', 'tepus', 'salah', 'mulu', 'urip', 'sumoharjo', 'gang', 'nusa', 'indah', 'salah', 'mulu', 'aplikasinya', 'nyasar', 'mulu', 'wao', 'tgl', 'bln', 'thn', 'lahir', 'diprofil', 'salah', 'dr', 'aplikasinya', 'ga', 'diedit']",aplikasi maxim bike kerja google map suport salah alamatkurang canggih khusus tuju budaya cipta desa tepus salah mulu urip sumoharjo gang nusa indah salah mulu aplikasi nyasar mulu wao tgl bln thn lahir profil salah dr aplikasi ga edit
"ongkir tidak sesuai yang ada di aplikasi, masa udah bayar suruh nambah bayar lagi, kalo emang ada kebijakan langsung aja di tambahkan di aplikasi, jangan di mintai lagi, biar ga di kira palak.",2,Negatif,ongkir tidak sesuai yang ada di aplikasi masa udah bayar suruh nambah bayar lagi kalo emang ada kebijakan langsung aja di tambahkan di aplikasi jangan di mintai lagi biar ga di kira palak,ongkir sesuai aplikasi udah bayar suruh nambah bayar kalo emang kebijakan langsung aja tambahkan aplikasi mintai biar ga palak,"['ongkir', 'sesuai', 'aplikasi', 'udah', 'bayar', 'suruh', 'nambah', 'bayar', 'kalo', 'emang', 'kebijakan', 'langsung', 'aja', 'tambahkan', 'aplikasi', 'mintai', 'biar', 'ga', 'palak']",ongkir sesuai aplikasi udah bayar suruh nambah bayar kalo emang bijak langsung aja tambah aplikasi minta biar ga palak
Kadang susah2 gampang memakai aplikasi in saat in..ntah ap yg salah..coba/ tolong dkoreksi ulang ya..ntar klo sdh bagus saya ksh bintang lg deh..,2,Negatif,kadang susah gampang memakai aplikasi in saat inntah ap yg salahcoba tolong dkoreksi ulang yantar klo sdh bagus saya ksh bintang lg deh,kadang susah gampang memakai aplikasi in inntah ap yg salahcoba tolong dkoreksi ulang yantar klo sdh bagus ksh bintang lg deh,"['kadang', 'susah', 'gampang', 'memakai', 'aplikasi', 'in', 'inntah', 'ap', 'yg', 'salahcoba', 'tolong', 'dkoreksi', 'ulang', 'yantar', 'klo', 'sdh', 'bagus', 'ksh', 'bintang', 'lg', 'deh']",kadang susah gampang pakai aplikasi in inntah ap yg salahcoba tolong dkoreksi ulang yantar klo sdh bagus ksh bintang lg deh
"Aplikasinya sih oke, tapi driver nya itu Lo, kadang ga sopan dan ga profesional, suatu kali pernah jam 3 pagi harus ke stasiun karna jadwal kereta jam 4, akhirnya dapet lah driver nya sekitar set 4 an, driver tersebut Nerima orderan saya, dan Karna dia tahu jam jam segitu susah nyari driver dan sementara dia tahu kalo saya buru2 melihat destinasi saya yg ada di stasiun, dia dengan arogannya mematok harga 2 kali lipat, dia bilang, kalo mau dijemput bayar segitu, terpaksa saya setuju",2,Negatif,aplikasinya sih oke tapi driver nya itu lo kadang ga sopan dan ga profesional suatu kali pernah jam  pagi harus ke stasiun karna jadwal kereta jam  akhirnya dapet lah driver nya sekitar set  an driver tersebut nerima orderan saya dan karna dia tahu jam jam segitu susah nyari driver dan sementara dia tahu kalo saya buru melihat destinasi saya yg ada di stasiun dia dengan arogannya mematok harga  kali lipat dia bilang kalo mau dijemput bayar segitu terpaksa saya setuju,aplikasinya sih oke driver nya lo kadang ga sopan ga profesional kali jam pagi stasiun karna jadwal kereta jam dapet driver nya set an driver nerima orderan karna jam jam segitu susah nyari driver kalo buru destinasi yg stasiun arogannya mematok harga kali lipat bilang kalo dijemput bayar segitu terpaksa setuju,"['aplikasinya', 'sih', 'oke', 'driver', 'nya', 'lo', 'kadang', 'ga', 'sopan', 'ga', 'profesional', 'kali', 'jam', 'pagi', 'stasiun', 'karna', 'jadwal', 'kereta', 'jam', 'dapet', 'driver', 'nya', 'set', 'an', 'driver', 'nerima', 'orderan', 'karna', 'jam', 'jam', 'segitu', 'susah', 'nyari', 'driver', 'kalo', 'buru', 'destinasi', 'yg', 'stasiun', 'arogannya', 'mematok', 'harga', 'kali', 'lipat', 'bilang', 'kalo', 'dijemput', 'bayar', 'segitu', 'terpaksa', 'setuju']",aplikasi sih oke driver nya lo kadang ga sopan ga profesional kali jam pagi stasiun karna jadwal kereta jam dapet driver nya set an driver nerima order karna jam jam segitu susah nyari driver kalo buru destinasi yg stasiun arogan patok harga kali lipat bilang kalo jemput bayar segitu paksa tuju
"Masih Perlu diperhatikan, diperbaiki untuk akurasi map, sisanya sudah baik untuk pelayanan dan lainnya, Mohon diperbaiki untuk akurasi map, peta masih belum akurat, lokasi masih perlu diperhatikan, dan di akurasi kan , Mohon diperbaiki, dan di akurasi kan untuk lokasi Map, terkadang suka ke bablasan 🙏",1,Negatif,masih perlu diperhatikan diperbaiki untuk akurasi map sisanya sudah baik untuk pelayanan dan lainnya mohon diperbaiki untuk akurasi map peta masih belum akurat lokasi masih perlu diperhatikan dan di akurasi kan  mohon diperbaiki dan di akurasi kan untuk lokasi map terkadang suka ke bablasan ,diperhatikan diperbaiki akurasi map sisanya pelayanan mohon diperbaiki akurasi map peta akurat lokasi diperhatikan akurasi mohon diperbaiki akurasi lokasi map terkadang suka bablasan,"['diperhatikan', 'diperbaiki', 'akurasi', 'map', 'sisanya', 'pelayanan', 'mohon', 'diperbaiki', 'akurasi', 'map', 'peta', 'akurat', 'lokasi', 'diperhatikan', 'akurasi', 'mohon', 'diperbaiki', 'akurasi', 'lokasi', 'map', 'terkadang', 'suka', 'bablasan']",perhati baik akurasi map sisa layan mohon baik akurasi map peta akurat lokasi perhati akurasi mohon baik akurasi lokasi map terkadang suka bablas
"untuk harga sudah terjangkau tetapi masih ada masalah pada titik lokasi susah ditemukan, mohon untuk titik diakuratkan lagi biar pemakai aplikasi mudah mencari tujuan seperti google maps",4,Positif,untuk harga sudah terjangkau tetapi masih ada masalah pada titik lokasi susah ditemukan mohon untuk titik diakuratkan lagi biar pemakai aplikasi mudah mencari tujuan seperti google maps,harga terjangkau titik lokasi susah ditemukan mohon titik diakuratkan biar pemakai aplikasi mudah mencari tujuan google maps,"['harga', 'terjangkau', 'titik', 'lokasi', 'susah', 'ditemukan', 'mohon', 'titik', 'diakuratkan', 'biar', 'pemakai', 'aplikasi', 'mudah', 'mencari', 'tujuan', 'google', 'maps']",harga jangkau titik lokasi susah temu mohon titik akurat biar pakai aplikasi mudah cari tuju google maps
Aplikasi maxim jelek ya.. Gak bs ngasih bintang buat driver.. Sering update tapi gak ada perubahan..,2,Negatif,aplikasi maxim jelek ya gak bs ngasih bintang buat driver sering update tapi gak ada perubahan,aplikasi maxim jelek ya gak bs ngasih bintang driver update gak perubahan,"['aplikasi', 'maxim', 'jelek', 'ya', 'gak', 'bs', 'ngasih', 'bintang', 'driver', 'update', 'gak', 'perubahan']",aplikasi maxim jelek ya gak bs ngasih bintang driver update gak ubah
"Saya tidak bisa memakai aplikasi,saat aplikasi di buka selalu muncul,,sumber mengalami kerusakan mohon pasang ulang aplikasi nya",1,Negatif,saya tidak bisa memakai aplikasisaat aplikasi di buka selalu munculsumber mengalami kerusakan mohon pasang ulang aplikasi nya,memakai aplikasisaat aplikasi buka munculsumber mengalami kerusakan mohon pasang ulang aplikasi nya,"['memakai', 'aplikasisaat', 'aplikasi', 'buka', 'munculsumber', 'mengalami', 'kerusakan', 'mohon', 'pasang', 'ulang', 'aplikasi', 'nya']",pakai aplikasisaat aplikasi buka munculsumber alami rusa mohon pasang ulang aplikasi nya
Setelah di update kenapa apknya mengalami kerusakan tidak bisa di jalankan. Maaf saya kasih bintang 1 dulu mengecewakan.,1,Negatif,setelah di update kenapa apknya mengalami kerusakan tidak bisa di jalankan maaf saya kasih bintang  dulu mengecewakan,update apknya mengalami kerusakan jalankan maaf kasih bintang mengecewakan,"['update', 'apknya', 'mengalami', 'kerusakan', 'jalankan', 'maaf', 'kasih', 'bintang', 'mengecewakan']",update apknya alami rusa jalan maaf kasih bintang kecewa
"Kenapa maxim ojek transportasi,, sdh tidak bisa di download lagi di play store,, mohon penjelasannya,,padahal saya dri pertama maxim ojek transportasi beroprasi sampe hri senin 17 april 2023,kok tiba2 suruh update,, setelah update sdh tdk keluar lagi itu maxim ojek transportasi,malah di tulis taxi booking service and delivery,,mohon di beri penjelasannya yg akurat,, kenapa maxim ojek transportasi sdh tdk bisa di download lagi.. Terima kasih",1,Negatif,kenapa maxim ojek transportasi sdh tidak bisa di download lagi di play store mohon penjelasannyapadahal saya dri pertama maxim ojek transportasi beroprasi sampe hri senin  april kok tiba suruh update setelah update sdh tdk keluar lagi itu maxim ojek transportasimalah di tulis taxi booking service and deliverymohon di beri penjelasannya yg akurat kenapa maxim ojek transportasi sdh tdk bisa di download lagi terima kasih,maxim ojek transportasi sdh download play store mohon penjelasannyapadahal dri maxim ojek transportasi beroprasi sampe hri senin april suruh update update sdh tdk maxim ojek transportasimalah tulis taxi booking service and deliverymohon penjelasannya yg akurat maxim ojek transportasi sdh tdk download terima kasih,"['maxim', 'ojek', 'transportasi', 'sdh', 'download', 'play', 'store', 'mohon', 'penjelasannyapadahal', 'dri', 'maxim', 'ojek', 'transportasi', 'beroprasi', 'sampe', 'hri', 'senin', 'april', 'suruh', 'update', 'update', 'sdh', 'tdk', 'maxim', 'ojek', 'transportasimalah', 'tulis', 'taxi', 'booking', 'service', 'and', 'deliverymohon', 'penjelasannya', 'yg', 'akurat', 'maxim', 'ojek', 'transportasi', 'sdh', 'tdk', 'download', 'terima', 'kasih']",maxim ojek transportasi sdh download play store mohon penjelasannyapadahal dri maxim ojek transportasi beroprasi sampe hri senin april suruh update update sdh tdk maxim ojek transportasimalah tulis taxi booking service and deliverymohon jelas yg akurat maxim ojek transportasi sdh tdk download terima kasih
"Gimana ini gak bisa dipake lagi ,padahla udah dipercaya transportasi paling murah da bagus. *Ini ulasan saya yg ke 2 karena yg pertama ngga ditanggapi. Tah bintang satu",1,Negatif,gimana ini gak bisa dipake lagi padahla udah dipercaya transportasi paling murah da bagus ini ulasan saya yg ke  karena yg pertama ngga ditanggapi tah bintang satu,gimana gak dipake padahla udah dipercaya transportasi murah da bagus ulasan yg yg ngga ditanggapi tah bintang,"['gimana', 'gak', 'dipake', 'padahla', 'udah', 'dipercaya', 'transportasi', 'murah', 'da', 'bagus', 'ulasan', 'yg', 'yg', 'ngga', 'ditanggapi', 'tah', 'bintang']",gimana gak dipake padahla udah percaya transportasi murah da bagus ulas yg yg ngga tanggap tah bintang
"Saya tdk bs memakai aplikasi ini lagi. Saat aplikasi ini di buka selalu muncul ""sumber mengalami kerusakan, untuk melakukan pekerjaan anda perlu memasang ulang aplikasi.,"" sdh sy uninstal dan instal berkali-kali tetap tdk bs. Tolong bagaimana ini.....",1,Negatif,saya tdk bs memakai aplikasi ini lagi saat aplikasi ini di buka selalu muncul sumber mengalami kerusakan untuk melakukan pekerjaan anda perlu memasang ulang aplikasi sdh sy uninstal dan instal berkalikali tetap tdk bs tolong bagaimana ini,tdk bs memakai aplikasi aplikasi buka muncul sumber mengalami kerusakan pekerjaan memasang ulang aplikasi sdh sy uninstal instal berkalikali tdk bs tolong,"['tdk', 'bs', 'memakai', 'aplikasi', 'aplikasi', 'buka', 'muncul', 'sumber', 'mengalami', 'kerusakan', 'pekerjaan', 'memasang', 'ulang', 'aplikasi', 'sdh', 'sy', 'uninstal', 'instal', 'berkalikali', 'tdk', 'bs', 'tolong']",tdk bs pakai aplikasi aplikasi buka muncul sumber alami rusa kerja pasang ulang aplikasi sdh sy uninstal instal berkalikali tdk bs tolong
"Ojeknya pada niat gak sih, setiap mau order harus nunggu sejam itu juga susah gak dapet dapet terus mencari, peebaikin lagi padahal saya udh percepat tetep aja lama",2,Negatif,ojeknya pada niat gak sih setiap mau order harus nunggu sejam itu juga susah gak dapet dapet terus mencari peebaikin lagi padahal saya udh percepat tetep aja lama,ojeknya niat gak sih order nunggu sejam susah gak dapet dapet mencari peebaikin udh percepat tetep aja,"['ojeknya', 'niat', 'gak', 'sih', 'order', 'nunggu', 'sejam', 'susah', 'gak', 'dapet', 'dapet', 'mencari', 'peebaikin', 'udh', 'percepat', 'tetep', 'aja']",ojek niat gak sih order nunggu jam susah gak dapet dapet cari peebaikin udh cepat tetep aja
"Aplikasi ini awalnya sangat membantu... Tp kok skrg malah kaya sampah yaa, suruh instal ulang, bgtu instal ulang tetep bgtu...",1,Negatif,aplikasi ini awalnya sangat membantu tp kok skrg malah kaya sampah yaa suruh instal ulang bgtu instal ulang tetep bgtu,aplikasi membantu tp skrg kaya sampah yaa suruh instal ulang bgtu instal ulang tetep bgtu,"['aplikasi', 'membantu', 'tp', 'skrg', 'kaya', 'sampah', 'yaa', 'suruh', 'instal', 'ulang', 'bgtu', 'instal', 'ulang', 'tetep', 'bgtu']",aplikasi bantu tp skrg kaya sampah yaa suruh instal ulang bgtu instal ulang tetep bgtu
"apk ny payh, ribet amat, gk kyk indrive, gw kira lebih mudah ini ternyata gk, harga ny jga mahal kli, lngsg di hapus aj, krna apk nya lambat bngtt,, di+ lagi nyari alamat tuh susah bgt, klw indrive mah lngsg dpt, pokoknya kecewa bgt sihh, g memuaskan sm skali",1,Negatif,apk ny payh ribet amat gk kyk indrive gw kira lebih mudah ini ternyata gk harga ny jga mahal kli lngsg di hapus aj krna apk nya lambat bngtt di lagi nyari alamat tuh susah bgt klw indrive mah lngsg dpt pokoknya kecewa bgt sihh g memuaskan sm skali,apk ny payh ribet gk kyk indrive gw mudah gk harga ny jga mahal kli lngsg hapus aj krna apk nya lambat bngtt nyari alamat tuh susah bgt klw indrive mah lngsg dpt pokoknya kecewa bgt sihh g memuaskan sm skali,"['apk', 'ny', 'payh', 'ribet', 'gk', 'kyk', 'indrive', 'gw', 'mudah', 'gk', 'harga', 'ny', 'jga', 'mahal', 'kli', 'lngsg', 'hapus', 'aj', 'krna', 'apk', 'nya', 'lambat', 'bngtt', 'nyari', 'alamat', 'tuh', 'susah', 'bgt', 'klw', 'indrive', 'mah', 'lngsg', 'dpt', 'pokoknya', 'kecewa', 'bgt', 'sihh', 'g', 'memuaskan', 'sm', 'skali']",apk ny payh ribet gk kyk indrive gw mudah gk harga ny jga mahal kli lngsg hapus aj krna apk nya lambat bngtt nyari alamat tuh susah bgt klw indrive mah lngsg dpt pokok kecewa bgt sihh g muas sm skali
"Pengalam pertama naik maxim, biasanya pake ojol lain. Harganya lebih murah di banding yg lain. Bapaknya baik, informatif sekali heheh",5,Positif,pengalam pertama naik maxim biasanya pake ojol lain harganya lebih murah di banding yg lain bapaknya baik informatif sekali heheh,pengalam maxim pake ojol harganya murah banding yg bapaknya informatif heheh,"['pengalam', 'maxim', 'pake', 'ojol', 'harganya', 'murah', 'banding', 'yg', 'bapaknya', 'informatif', 'heheh']",alam maxim pake ojol harga murah banding yg bapak informatif heheh
"u/ rider & driver Maxim rata2 cukup baik ... tapi yang jadi masalah dari awal adalah hal mapping Maxim (titik jemput dan tujuan nya) yang masih amat sangat JADUL ... ber kali2 saya bicara dengan rider mau pun driver Maxim, se cara umum jawab an nya sama, yaitu mentok tak ada tanggapan positif dari atasan / management nya ...",4,Positif,u rider  driver maxim rata cukup baik  tapi yang jadi masalah dari awal adalah hal mapping maxim titik jemput dan tujuan nya yang masih amat sangat jadul  ber kali saya bicara dengan rider mau pun driver maxim se cara umum jawab an nya sama yaitu mentok tak ada tanggapan positif dari atasan  management nya ,u rider driver maxim mapping maxim titik jemput tujuan nya jadul ber kali bicara rider driver maxim an nya mentok tanggapan positif atasan management nya,"['u', 'rider', 'driver', 'maxim', 'mapping', 'maxim', 'titik', 'jemput', 'tujuan', 'nya', 'jadul', 'ber', 'kali', 'bicara', 'rider', 'driver', 'maxim', 'an', 'nya', 'mentok', 'tanggapan', 'positif', 'atasan', 'management', 'nya']",u rider driver maxim mapping maxim titik jemput tuju nya jadul ber kali bicara rider driver maxim an nya mentok tanggap positif atas management nya
"Tulisan sudah dekat, ga muncul2 drivernya, ditelpon ternyata sangat sangat jauh posisi. Tolong diperbaiki",1,Negatif,tulisan sudah dekat ga muncul drivernya ditelpon ternyata sangat sangat jauh posisi tolong diperbaiki,tulisan ga muncul drivernya ditelpon posisi tolong diperbaiki,"['tulisan', 'ga', 'muncul', 'drivernya', 'ditelpon', 'posisi', 'tolong', 'diperbaiki']",tulis ga muncul drivernya telpon posisi tolong baik
"terimakasih maxim. Terimakasih drivernya juga, ramah dan baik. kalaupun aplikasinya sempat tersendat, tapi perjalanan masih bisa dilakukan, aman nyaman dan hemat.",5,Positif,terimakasih maxim terimakasih drivernya juga ramah dan baik kalaupun aplikasinya sempat tersendat tapi perjalanan masih bisa dilakukan aman nyaman dan hemat,terimakasih maxim terimakasih drivernya ramah aplikasinya tersendat perjalanan aman nyaman hemat,"['terimakasih', 'maxim', 'terimakasih', 'drivernya', 'ramah', 'aplikasinya', 'tersendat', 'perjalanan', 'aman', 'nyaman', 'hemat']",terimakasih maxim terimakasih drivernya ramah aplikasi sendat jalan aman nyaman hemat
berapa kali download tapi gak bisa di guna kan setiap buka muncul kerusakan dan shrus di perbaikin atau mnta download ulang sdh berapa kali dwnload tapi gak ada asil nya cape bulak balik download tolong di perbaikin itu maxim nya,1,Negatif,berapa kali download tapi gak bisa di guna kan setiap buka muncul kerusakan dan shrus di perbaikin atau mnta download ulang sdh berapa kali dwnload tapi gak ada asil nya cape bulak balik download tolong di perbaikin itu maxim nya,kali download gak buka muncul kerusakan shrus perbaikin mnta download ulang sdh kali dwnload gak asil nya cape bulak download tolong perbaikin maxim nya,"['kali', 'download', 'gak', 'buka', 'muncul', 'kerusakan', 'shrus', 'perbaikin', 'mnta', 'download', 'ulang', 'sdh', 'kali', 'dwnload', 'gak', 'asil', 'nya', 'cape', 'bulak', 'download', 'tolong', 'perbaikin', 'maxim', 'nya']",kali download gak buka muncul rusa shrus perbaikin mnta download ulang sdh kali dwnload gak asil nya cape bulak download tolong perbaikin maxim nya
"pulang kerja malem2 agak ragu pesan Maxim, tapi mau ga mau karna harganya jauh lebih murah sama ojol ijo. akhirnya pesan dan ternyata drivernya baik kok ramah. thx Maxim harganya jgn dinaikin ya heheheh",5,Positif,pulang kerja malem agak ragu pesan maxim tapi mau ga mau karna harganya jauh lebih murah sama ojol ijo akhirnya pesan dan ternyata drivernya baik kok ramah thx maxim harganya jgn dinaikin ya heheheh,pulang kerja malem ragu pesan maxim ga karna harganya murah ojol ijo pesan drivernya ramah thx maxim harganya jgn dinaikin ya heheheh,"['pulang', 'kerja', 'malem', 'ragu', 'pesan', 'maxim', 'ga', 'karna', 'harganya', 'murah', 'ojol', 'ijo', 'pesan', 'drivernya', 'ramah', 'thx', 'maxim', 'harganya', 'jgn', 'dinaikin', 'ya', 'heheheh']",pulang kerja malem ragu pesan maxim ga karna harga murah ojol ijo pesan drivernya ramah thx maxim harga jgn dinaikin ya heheheh
tolong untuk sistem top up payment dikembangkan. mau top up saldo tidak semudah apk sebelah 🙁 overall cocok sih sama harganya 🤗,4,Positif,tolong untuk sistem top up payment dikembangkan mau top up saldo tidak semudah apk sebelah  overall cocok sih sama harganya ,tolong sistem top up payment dikembangkan top up saldo semudah apk sebelah overall cocok sih harganya,"['tolong', 'sistem', 'top', 'up', 'payment', 'dikembangkan', 'top', 'up', 'saldo', 'semudah', 'apk', 'sebelah', 'overall', 'cocok', 'sih', 'harganya']",tolong sistem top up payment kembang top up saldo mudah apk belah overall cocok sih harga
"Bintang nya saya kurangin, kenapa pas saya mau bukak aplikasinya slalu eror dan disuruh ulang pasang setelah saya unistal dan saya instal kembali tetap saja eror Tolong di perbaiki!!!!",1,Negatif,bintang nya saya kurangin kenapa pas saya mau bukak aplikasinya slalu eror dan disuruh ulang pasang setelah saya unistal dan saya instal kembali tetap saja eror tolong di perbaiki,bintang nya kurangin pas bukak aplikasinya slalu eror disuruh ulang pasang unistal instal eror tolong perbaiki,"['bintang', 'nya', 'kurangin', 'pas', 'bukak', 'aplikasinya', 'slalu', 'eror', 'disuruh', 'ulang', 'pasang', 'unistal', 'instal', 'eror', 'tolong', 'perbaiki']",bintang nya rangin pas bukak aplikasi slalu eror suruh ulang pasang unistal instal eror tolong baik
"Apa ini sudah pesan makanan kok malah driver nya lama. Sehingga tutup restoran nya, sehingga terpaksa harus dicancel. Saya sangat kecewa sekali! Maxim haruslah membayar rasa kekecewaan saya alami !",1,Negatif,apa ini sudah pesan makanan kok malah driver nya lama sehingga tutup restoran nya sehingga terpaksa harus dicancel saya sangat kecewa sekali maxim haruslah membayar rasa kekecewaan saya alami ,pesan makanan driver nya tutup restoran nya terpaksa dicancel kecewa maxim membayar kekecewaan alami,"['pesan', 'makanan', 'driver', 'nya', 'tutup', 'restoran', 'nya', 'terpaksa', 'dicancel', 'kecewa', 'maxim', 'membayar', 'kekecewaan', 'alami']",pesan makan driver nya tutup restoran nya paksa dicancel kecewa maxim bayar kecewa alami
"Driver di maxim banyak yang ga sesuai aplilasi minta bayaran nya lebih, kalo ga dilebihin ga mau jemput kan aneh, ga kaya driver driver aplikasi gojek,grab.",1,Negatif,driver di maxim banyak yang ga sesuai aplilasi minta bayaran nya lebih kalo ga dilebihin ga mau jemput kan aneh ga kaya driver driver aplikasi gojekgrab,driver maxim ga sesuai aplilasi bayaran nya kalo ga dilebihin ga jemput aneh ga kaya driver driver aplikasi gojekgrab,"['driver', 'maxim', 'ga', 'sesuai', 'aplilasi', 'bayaran', 'nya', 'kalo', 'ga', 'dilebihin', 'ga', 'jemput', 'aneh', 'ga', 'kaya', 'driver', 'driver', 'aplikasi', 'gojekgrab']",driver maxim ga sesuai aplilasi bayar nya kalo ga dilebihin ga jemput aneh ga kaya driver driver aplikasi gojekgrab
