content,score,Label
"Kalau penumpang telat 5 menit ada biaya tambahan, giliran driver jemput tidak sesuai dengan waktunya malah di tambahin waktunya, gimana sih.......... Driver belum sampai titik penjemputan tapi driver sudah tekan sampai titik lokasi, waktu menunggu penumpang sudah berjalan dan driver belum sampai lokasi penjemputan...",1,Negatif
"Sumber mengalami kerusakan, untuk melanjutkan pekerjaan, Anda perlu memasang ulang aplikasi? Udh di Instal ulang tetap gak bisa. Aplikasi macam apa ini?",1,Negatif
"gk bisa di buka aplikasi nya,suruh uninstall,dowload lgi di ulang gtu tetep gk bisa di buka tolong perbaiki",1,Negatif
Knpa selalu muncul app sdg dlm perbaikan knp tidak bs di pake setelah di update.. Mohon di perbaikin secepatnya,1,Negatif
Kok nggak bisa di buka ya...katanya sistem rusak.suru pasang ulang TDK bs...piye toh. Mas,1,Negatif
"alamat yg di cari kadang gak ketemu susah jd nya, manual pun gak bisa. saran saya perbaiki lagi aplikasi nya ya dan maps nya. tk",4,Positif
"Tidak pakai AC di mobil, kaca jendela mobil dibuka kayak naik angkot saja, mobil kotor , bau , jorok, akun berbeda orang yang datang, berbeda kendaraan yang datang malah lebih ancur kondisinya. Dan tidak ramah dan sopan, numpang mobil kan bayar gak gratis , bukanberarti kayak naik angkot buka kaca jendela ADOHHHH... Diperbaiki standardnya Maxim car yang mau pakai bisnis jangan mikir untung saja. Harusnya dibuat nyaman",1,Negatif
"Afwan aplikasinya kurang bagus, masa sy mau kirim barang sdh hampir 2 jam sy cri driver tdk ada yang terima satupun, jelek bgt maxim. Mohon di perbaiki.",1,Negatif
"Saya kasih bintang 5,biarpun kadang titik maps ya ga sesuai.. Kejadian tadi pagi saat saya pesan ojeg maxim.. titik maps nya di mana.. driver ojegnya kemana.. tolong di perbaiki lagi aplikasi ini.. kasian sama driver ojegnya muter2 nyari tempat saya.. saya sih ga masalah nunggu agak lama.. tapi kasian sama driver ojegnya yg harus muter2.. kadang ojegnya udah datang.. suara notif nya belum keluar.. Saya kasih bintang 5.. semoga bisa di perbaiki tentang titik maps nya calon penumpang..",5,Positif
"Maps tidak sesuai, sering eror jadi double order, banyak driver jahil yang suka naikin harga sampai 2x lipat walaupun sudah di berikan tip.",2,Negatif
"Kenapa ini aplikasi gak bisa dibuka,, selalu ada pesan sumber mengalami kerusakan dst dst,, tolong segera diperbaiki kasihan pengguna dan drivernya",2,Negatif
"Tiba tiba aplikasi keluar, mw pasang ulang aplikasi tidak bs Krn mengalami kerusakan terus, pdhl sdh lama pakai aplikasi tiba tiba rusak. G bisa didownload lg. Masalah dimna coba ... Pihak Maxim diperbaiki biar kedepan lebih bagus aplikasi ni dan bisa dipakai semua org",1,Negatif
"Tiba"" aplikasi nya tidak bisa di gunakan ... Ada tulisan sumber mengalami kerusakan untuk melanjutkan pekerjaan ,anda perlu memasang ulang aplikasi .. sudah di pasang ulang tapi tetep seperti itu ...tolong di bantu 🙏",4,Positif
"Harganya lbh murah dri app sebelah.tpi pleasee..buat IT nya,tolong perbaiki maps dan titik penjemputan.knp susah sekali dan tidak sesuai.sudah diketik manual tpi jga gk muncul padahal lokasinya adalah kantor pemerintahan atau kantor polisi.kalau mau jdi app besar,tolonglah..hal2 krusial sprti ini diperbaiki.dan btw,saya blm prnh kasih rating,tpi knp nama saya tiba2 ada di ulasan dgn bintang 5?",2,Negatif
"Pembayaran 22k dpt diskon bonus dari apk 10%, jadi bayarnya 20k, eh si driver malah nagihnya ttp 22k, padahal di apk cust bonusnya udah kepotong 2k, gimana sih harusnya kan nominal tunai di hp driver harus diubah juga disamakan nominal nya kyk di hp cust, klo gk keubah ya percuma dong make promo! Mau nyalahin driver juga gabisa krn di hp dia pembayarannya emng ga kepotong promo, bkn mslh uang nya tp apk nya yg gk beres",3,
Petanya kurang lengkap...titik pemesanan/penjemutan berubah setelah ďi klik pesan...jadi harus jalan ke titik dari pengemudinya.,5,Positif
Baru skarang bukak aplikasi maxin ga bisa d suruh lagu download aplikasi..udah 10 kali di Download tali tetap seperti semula ga bisa juga..,1,Negatif
"Map nya ngaco. Udh order sesuai titik, begitu di klik order titiknya langsung berubh nama tidk sesuai titik penjemputan. Drver banyak yg mengeluh, dikiranya gbisa pake apk sampe salah titik.. Duh meresahkn kalo gini, tolong map nya di update lgi.",1,Negatif
"Awalnya nothing problem dengan maxim tetapi sekarang maxim masih banyak yg harus diperbaiki dan dilengkapi dari titik lokasi yg tidak semua lokasi ada, pembayaran diadakan cashless seharusnya agar lebih efektif, dan HARUS diadakan fitur photo saat didalam chat room dengan pengemudi AGAR MEMPERMUDAH PENGEMUDI MELIHAT TITIK PENUMPANG JIKA ADA PENGEMUDI YG TIDAK AFAL JALAN.",2,Negatif
Ketika aplikasinya dibuka selalu muncul pesan sumber mengalami kerusakan anda perlu menginstal ulang aplikasi. Suda saya reinstal tapi tetap nggak bisa,1,Negatif
driver selalu rese. kadang argo nya uda segitu tp minta tambahan nya suka ga ngotak melebihi argo nya banget.pdhl saya klo bayar suka saya lebihin walaupun ga gede. driver susa di cari klo lagi mepet.,2,Negatif
"Tolong, perbaiki lagi aplikasinya. Saya mau pesan maxim Nggak bisa terus hari ini. Aplikasinya Eror, Nggak bisa dipakai. Di suruh uninstall, terus Instal ulang, tapi tetap Nggak bisa juga. Berapa kali suruh Instal ulang tetap Nggak bisa juga",3,
"Aplikasi gk bisa dibuka, saya mencoba berkali kali, tapi ada tulisan aplikasi ini sudah tidak bisa di gunakan, coba Download lagi, saya hapus lalu Download lagi, hasil nihil tetap sama",1,Negatif
"pencarian driver ngaco, selalu dpt yg jauh dari lokasi penjemputan, lebih dekat ke lokasi tujuan atau sangat jauh dari kedua lokasi.",2,Negatif
"Rating saya kurangi, Aplikasi tdk bisa dibuka, keterangan sumber tdk dpt digunakan, sdah install ulang ttp tdk bisa dibuka..pdhl srg gunakan aplikasi ini",1,Negatif
"Kecewa banget sama driver maxim, saya pesan dari jakarta mau ke bekasi tapi saya malah di turunin di pinggir jalan jakarta alesannya gaenak ibu nya sendirian di rumah,harus nya klo kaya gitu gausah di ambil orderan nya, maaf saya cuma cerita pengalaman yg tadi saya alamin, mohon lebih profesional lagi ya🙏",1,Negatif
apk yg bagus dan sangat mendukung kebutuhan transportasi dg harga yg terjangkau. saran agar ditingkatkan lagi maps serta titik titik lokasinya agar lebih akurat lagi,4,Positif
"untuk pengguna baru mapsx susah, susah utk nentukan titik, titik tujuan sama titik yg di aplikasi jauh sampai 1 km, perlu diperbaiki lg, semoga sukses utk maxim",4,Positif
"Sya beri bintang 1 karna permasalahan yg sya alami sma dengan akun 070 Kurnia Yuliani yaitu saat aplikasi dibuka, selalu muncul ""sumber mengalami kerusakan,untuk melanjutkan pekerjaan, anda perlu memasang ulang aplikasi"". Padahal apknya sdh diuninstal dan diinstal berkali-kali tetap sja begitu. Apakah hp penggunanya yg bermaslah atau bagaimana?. Tolong bagaimana solusi yg bermasalah seperti ini?",1,Negatif
"Saya tidak bisa memakai aplikasi ini. Setiap dibuka ada keterangan "" sumber mengalami kerusakan, untuk melanjutkan pekerjaan silahkan install ulang aplikasi. Sudah saya install kembali tapi tetap tidak bisa. Tolong diperbaiki lagi... Terima kasih..",1,Negatif
"Knp hrs di instal ulang lg?sy udh pakai aplikasi ini kmrn2 sangat baik knp tiba2 ga bs dpakai aplikasinya di saat di butuhkan,tolong di perbaiki lg sistemnya supaya bs brtahan lama tanpa hrs di download ulang lg",2,Negatif
"Ini saya sudah langganan maxim, tapi mulai senin kemarin kenapa saya tidak bisa masuk ke App ya? Tulisannya selalu sistem dalam masalah dan saya disuruh download ulang di play store tapi tetap hasilnya sama. Tolong diperbaiki ya.",2,Negatif
"Bagaimana cara input alamat ya, sy ketik alamat ga bisa masuk, diminta menunjukkan pada peta?? Hampir satu jam input alamat blm bisa, yg ada alamat yg lain pastinya ga tepat.",3,
Aplikasi saya tidak bisa digunakan. Disuruh instal ulang sudah brpa x saya instal tapi tetep ndak bisa... Pdhl saya suka pakai maxim tarif nya sangat bersahabat buat emak2 spt saya....,5,Positif
Titik lokasi tidak akurat please devloper cepat perbaiki titip maps. Bikin susah draifer terlebih lagi para pembeli yg memesan taxi tidak sesuai arah yg dtuju..😭😭😭😭😭😭,1,Negatif
"cukup bagus tapi di mohon lebih di akurat / alamat penjemputan lebih lengkap lagi utk titik penjemputan, agar driver nya tidak bingung mencari titik penjemputan",5,Positif
"Memang dengan memesan driver maxim biaya apapun itu orderanya,untuk memesan driver maxim bike/car harga ongkit memang murah terjangkau buat pelanggan,juga untuk memesan para mitra draiver maxim bagi pelanggan harus menentukan lokasi yang aqurat agar tidak kebingungan untuk berhenti di setiap titik pertama ke 2 dan ke 3 harus sesuai titik agar driver menemukan pelanggan sesuai titik yang tlah di tentukan pelanggan ke draivernya.",5,Positif
"App nya gk bs di buka padahal saya sdh berhasil mendaftar, setiap kali ingin masuk di bilang sumber mengalami kerusakan harap instal ulang, sdh di instal berkali kali tp hasil nya tetap sama gk bs di buka",1,Negatif
"cukup murah untuk biaya perjalanan,tapi titik nya yang kurang/susah dapat dari yang kita cari,tolong di perbaiki,di tambah menu untuk isi saldo tidak bisa.",3,
"bagus pelayanannya, ojolx super ramah. walaupun cari alamat ketempat sy blum ad di Maxim, tp bpak ojolx ttap mau penuhi orderanku walaupun tdk sesuai alamat. sy kasi tips lebih karna suka sama pelayanan bapak Ojol. sukses buat Maxim, tingkatkan trus pelayanan. kalau bisa jgn hanya sekitar dlm tanjung redep aj yg ad di maps Maxim yg agak kluar tanjung kasi masuk jg nah",5,Positif
"Setelah di update jd gak bisa digunakan, akhirnya di hapus aplikasi, sayang sistemnya blm terlalu siap",2,Negatif
"Kenapa aplikasi maximnya tidak bisa dibuka, kembali ke geogle polay tapi tidak bisa juga, instal ulang tetap juga tidak bisa, selalunya uninstal tapi tetap juga tidak bisa, ini bgmna mohon bantuannya",1,Negatif
"Dapa Sopir Soe, Hele Moturun Buka Bagasi tidak ada. Kecewa 1000%. Titik Lokasi Penjemputab, seharusnya otomatis, bukan lagi dicari calon penumpang. Tarif Tiba-tiba naik. Pokoknya Jelek Skali.",1,Negatif
"Tadi sudah dowlond playstore "" Maxim"" lalu buka maxim tiba2 gak bisa buka maxim, belum bisa buka maxim Mengapa gak bisa buka maxim ?😓😢. Kasih bintang level 3 udhlah gak apa2 ya. Terimakasih maxim, murah rezeki dan sehat selalu☺",3,
Duh mau masukin alamat nya sekarang susah banget ya.. Sampe saya instal un instal sampe 3 kali... Saya sudah pake maxim untuk delivery lebih dari setahun.. Tapi beberapa hari ini susah banget masukin alamat nya.. Kasih pencerahan nya ya,2,Negatif
Gak pernah dapet lokasi nya kalo mau buat tarif murah bagus bngt buat ngebantu kita2 org yg kadang butuh ojek online tp aplikasi nya jgn murahan donk sampe ga ada map nya,1,Negatif
"Kanapa yah tidak bisa dibuka,katanya harus instal ulang terus,asalnya kan bisa,tpi tiba tiba kel gitu,katanya mengalami kerusakan sistem harus instal kembali,eh ternyta aku innstal kembali tetap aja gak mau",1,Negatif
Sudah bagus.namun sayangnnya tidak sama dengan grab.grab jika kita menggunakan satu alamat tiap hari maka ada promonya.tapi maxim saya menggukan tiap hari namun tetap tidak promonya..,5,Positif
Cara order food bikin bingung. Bikin ke order2kali. Pesanan yg baru masuk ga bisa cancel padahal barusan banget. Dulu ga serumit ini perasaan 😭😭,3,
"aplikasi kalau sudah memesan tidak bisa sama skali dicancel, lama untuk pencarian drivernya, sering eror. aplikasinya jelek",1,Negatif
Untuk Maxim car harga tidak sesuai di aplikasi.driver banyak gak sopan banyak biaya penambahan.lebih baik pk aplikasi sebelah harganya sesuai di aplikasi,1,Negatif
1. Murah 2. Drivernya ramah 3. Motornya tahun muda Minus : 1. Nyari alamat penjemputan susah. Ga lengkap map nya Tolong diperbaiki lagi.,5,Positif
"mohon maaf atas ketidaknyamanan, untuk para drivernya kadang dapet yg tidak ramah dan juga saat order pas mau nunjukkin jalannya krna titik yg dipakai tidak sesuai",1,Negatif
Aplikasi radak bulet pemakaiannya... Sering salah alamat dan juga confirm order yg membingungkan. Untuk batalkan order juga susah. Kelebihannya masih murah aja untuk area probolinggo. Kota lain mending pakai aplikasi sebelah,1,Negatif
Kecewa saya. Mau pesan grab gak bisa bisa. Sekarang uda agak sulit. Baguzkn lh layanannya biar gak kecewa,1,Negatif
"murah dan cepat,,,, tp kadang bingung jg. dengan tujuan yg di tuju..di map kadang gak ketemu....tp gx papa lah,, mantap og men...",5,Positif
"Kemarin diminta update Aplikasi Maxim, setelah saya update Share Lock di WA tidak bisa terhubung dengan aplikasi Maxim hingga hari ini. Gimana solusinya??? Titik maps belum lengkap, dan jarak masih banyak melenceng.",4,Positif
"Pilihan Tempat di map belum lengkap, lalu pembayaran nya agak ngaco.. saya pernah dapat ""bonus"" rekening 100.000 dari app, tapi pas saya pake tadi, bisa tapi pas pembayaran harusnya 8.000 tapi yang kepotong cuma 800 perak, itupun saat saya lagi ga ada uang tunai, jadi bayar drivernya cuma seadanya (ga full bayarnya, cuma bayar ¾ nya)... Tolong diperbaiki lagi, kasihan sama drivernya",2,Negatif
"banyak kendala di maps, sehingga banyak salah paham dengan pengemudi, dan kalau top up kaspro masuk nya suka lama dan kadang saldo nya tidak masuk, tambah pengemudi ada yg nolak juga untuk pembayaran dengan kaspro. perbaiki sistem nya dengan baik karna kalau gini akan merugikan pihak komsumen.!",1,Negatif
"saya menghargai kerja keras developer hanya saja map / titik lokasi jemput selalu meleset,, dan parahnya lagi apk setelah minta upgrade malah dibilang corrupt dan tidak bisa dipakai",1,Negatif
walaupun penjeputanya jauh dari tempat driver berada tapi tetep dilayani dengan baik dan ramah pulak drivernya beda ma aplikasi lain ataupun driver dengan aplikasi lain pasti kalo titik penjeputanya jauh kebanyakan pada gak ngambil orderanya..sukses terus buat Maxim..thanks sudah di bantu mengantar sampai tujuan dengan nyaman dan selamat,5,Positif
Kenapa kok enggak bisa dipakek aplikasi maxim nya .. Minta diupdate sudah tpi tetep enggak bisa .. Minta diinstal lagi sudah tpi kok masih enggak bisa..,3,
"Bintang sy kurangi..maps/titik lokasi tidak bisa sesuai,.kenapa selalu double order pas sy sudah sampe tujuan dgn driver yg kedua..tiba2 ada notif driver satu lg yg awalnya dibatalkan otomatis oleh maxim tiba ke titik jemput padahal dr maxim yg mengubah membatalkan driver pertama...",2,Negatif
penjemputan sangat cepat dan titik penjemputan belum lengkap tapi walau pun begitu maxim ini keren,5,Positif
"Setelah diperbarui aplikasi tidak bisa dibuka, saya disuruh install ulang dan tetap tidak bisa dibuka. Padahal saya pengguna lama maxim",1,Negatif
"mapsnya masih kurang lengkap dan akurat, masih susah cari alamat yg terdaftar di aplikas, mohon di tingkatkan lagi ke akuratan mapsnya",4,Positif
"awalnya bagus aman sudah dioergunakan puas tp stelah apli kasinya minta di abgret sudah diabgret tp ko malah eror aplikasinya.katanya rusak, download ulang diplay stor.sama tdk bisa juga kenapa begitu. sekarang sa tdk bisa pale maxi lg sudah 2 hari ini sesih sekali",2,Negatif
"Saya tidak bisa memakai aplikasi. Saat aplikasi dibuka, selalu muncul ""sumber mengalami kerusakan, untuk melanjutkan pekerjaan, Anda perlu memasang ulang aplikasi"". Sudah saya coba uninstall dan install berkali-kali tetap tidak bisa. Tolong bagaimana ini??",1,Negatif
Suruh diinstal ulang karna bacaannya sistem mengalami kerusakan setelah diunistal terus instal ulang tetap aja ga bisa. Gimana sih ini?,1,Negatif
"Makin kesini maxim makin susah dibuka, selalu menghubungkan kelayanan terus, kita dah buru2, tapi apk nya lelet na'udzubillah, teus drivernya juga payah, kalau ga dichat suruh cepat, dia malah ga gerak2,.. Heraan deh, tolong diperbaikilah keluhan2 pelanggan nya, biar ada yg kasih bintang 5, ni rata2 cuma bintang 2 aja komentarnya..",1,Negatif
"harga terjangkau ,untuk kedepan nya untuk lokasi titik tujuan masih belum terjangkau ,semoga kedepan nya bisa di perbaiki lagi",5,Positif
"Gimana ni aplikasinya, karna setiap saya mau cancle mlah nggak bsa karna dia bakal cari driver lainnya, saya jdi susah jga . Mohon petunjuknya",3,
saya baru mencoba app Maxim .semoga bermanfaat membantu perjalanan aman dan tepat waktu.dan memuaskan pelanggan costumer saat berkendara.terimakasih maxim.sukses selalu,5,Positif
Kadang2 belum selesai ketik alamat udh pesan sendiri..trus di map drivernya kelihatan berhenti tp sebenernya sudah jalan dan hampir sampai..mohon diperbaiki lagi itu masalah map..,1,Negatif
"Ad driver yang dekat malah dipilih yang jauh, kelamaan nunggu gimana maxim mau maju kalo kasih pengemudi masih pilih kasih",1,Negatif
Kenapa setiap saya mau buka aplikasinya selalu ada aja masalah dan juga sering keluar2 gitu dan setiap saya mau pesan dan di maps nya gk sesuai titik tersebut dan juga saya sempat kesal juga sama aplikasinya gk sesuai titik jemput kadang saya peaan nih saya di batu 10 orang nya udh di kfc batu 9 dan juga saya kensel pesanan saya dan saya coba ulang lagi eh makin aneh saya nya di batu 10 ojek yg saya pesan udh di ganet saya minta tolong setolongnya si perbaiki terimakasih dan juga sesuai titik,1,Negatif
"Tarifnya lumayan jauh murah dr aplikasi lainya tp sayang mapnya kurang akurat. Dan perlu waspada dg driver yg nakal dg tdk menekan tombol jalan padahal kita sudah naik, jd ada tarif tunggu berbayar yg jalan terus. Hrs segera diupgrade utk mengatasi ini dr maxim..dan utk pengguna sebaiknya hp dipantau dl ada tarif tunggu berbayar atau tidak jangan langsung diamsukan tas meskipun kita sudah jalan",4,Positif
"Maaf bintang nya saya kurangi, saya baru faham kenapa map aplikasi Maxim di buat agak merepotkan, tujuannya untuk agar penumpang di kenakan biaya tunggu akibat salah titik. Tolong di perbaiki map nya.",2,Negatif
"selamat siang (mengikuti zona waktu saat ini) saya ingin komplain mengenai aplikasi nya bagian di pemesanan makanan, sebelumnya sudah cukup bagus sistemnya tapi ada satu kekurangannya, tidak bisa membatalkan pesanan, sedikit cerita untuk informasi tambahan, saya pernah memesan makanan dan driver nya menelepon bahwa toko makanannya tutup dan pihak driver nya meminta saya untuk membatalkan pesanan nya dari pihak saya sebagai pembeli namun permasalahan nya di aplikasi tidak bisa membatalkan",3,
"Tingkatkan UI UX agar pengalaman pengguna semakin terjamin. Contohnya perihal map, beberapa saat terkadang tak sesuai titik real.",4,Positif
"aplikasinya rada bikin bingung, coba di atur ulang lagi atau kasih arahan supaya lebih gampang dari cara pemesanan, pembayaran lewat tunai atau saldo dan pembatalan",3,
Aplikasi nya bikin susah peta lokasi penjemputan dan tujuan tidak bisa akurat dan Driver nya banyak pilih pilih order sangat kecewa jadi saya kasih bintang dua aja,2,Negatif
"Sudah bagus. Hanya tolong lah. Diatur pencarian driver nya. Entah programmer lu gaji nya sesuai atau gak mau ribet?? Gak lucu, masa dpat driver lebih dekat ke tempat tujuan. Jadinya bolak balik dong driver nya. Gmna sih programmer lu?? Batasi lah jarak pencarian nya. Lawak banget... sdh 3 kali sy seperti ini... cengkareng ke samsat daan mogot. Malah dpat driver di dekat kantor samsat. Kan lucu... jemput nya hampir 30 menit. Mau cancel, takutnya dpat yg lebih jauh lagi",3,
"Motornya driver 90% gk ada yg sehat. Mau motor 2015 keatas ataupun 2010 kebawah masih bisa lolos di maxim. Dan drivernya kebanyakan sepuh semua.. Pokoknya ngeri bgt pake maxim.. Rawan bgt kecelakaan. Pernah sekali jatuh gara"" gk ada rem . Jika kalian ingin nyawa melayang pakailah maxim.",1,Negatif
"Masih banyak minusnya, mau cancel order aja pake repot, alasan cancel terbatas dan gak bisa isi alasan sendiri yg lebih pasti, sekalinya milih alasan cancel, malah nambah order, order yg lama gak kecancel, cukup lawak tapi gak lucu",1,Negatif
"Secara harga overall lebih murah dari yang lain, tapi yang jadi permasalahan adalah driver nya sendiri ngelama-lamain. Padahal lagi buru-buru malah gak gerak sama sekali selama lebih dari 10 menit, padahal di aplikasi bilang tiba dalam 2 menit. Di chat buru-buru baru gerak itupun lama juga sampe nya. Tolong di disiplin kan kembali driver nya.",1,Negatif
"Duh, ini aplikasi kalau kita cancel karena drivernya jauh atau lama jemput, masa auto cari driver yg lain. Terus udah dianter sampai tujuan harusnya pesanan selesai dong. Masa ini malah cari driver yg lain, akhirnya aku uninstal nih aplikasi tapi masih tetap cari driver atas pesanan yg udah selesai, terus nomor hape customer bebas akses ke driver, hadeeh belum lagi maps dan cari titik alamat yang gak jelas di aplikasi ini. Parah dan bobrok banget nih aplikasi",1,Negatif
"Apaan Maxim, mapsnya ga akurat bikin bingung. Saya mau mesen kan harganya 42K di aplikasi ehh malahhh di drivernya 62K, sempet debat sama drivernya, tapi yaudah saya yg ngalah. Tolong diperhatikan dan diupgrade aplikasinya, merugikan customer. Satu lagi di apk Maxim tidak ada fitur buat ngirim gambar ke pengguna ataupun ke drivernya.",2,Negatif
"Aplikasi pesan makanannya kaga jelas. Mulai dari ga bisa cancel padahal ada opsi batalkan, mencari driver kelamaan, sampe rute peta yg sangat2 tidak relevan.",1,Negatif
bagus.. lebih murah dari yg lain.. namun.. kekurangan nya.. peta map nya belum akurat. mohon ke depan bisa di perbaiki lagi. jadi.. bintang 4 dulu ya..! Terima kasih.. 🙏,4,Positif
"Aplikasi Ojek Online ini sangat bahaya. Mohon untuk hindari. Karena ada kejanggalan berikut : 1. Saldo terpotong secara misterius. dan saat komplain, jawabannya hanya "" kami sudah menjawab di pertanyaan yang lain"". 2. Transaksi yang dibatalkan driver dan penumpang tidak dijemput namun saldo terpotong, saat komplain susahnya minta ampun. 3. Saat melakukan order harga yang tampil di aplikasi lain, namun saat selesai order harganya berubah naik. Ini sangat Konyol",1,Negatif
"Titik nya kurang tepat.. harus diperbaiki lagi ya..pasti kurang belum sampe pas titik penjemputannya.. Harga nya murah sih, tpi kasian drivernya.. saya rasa tekor.",5,Positif
"Untuk harga ini bagus bangett cocok sama dompet pelajar xixixi, Tapi untuk mapsnya kurang lengkap banyak kurangnya di bagian maps, but its oke",5,Positif
"Maaf ya saya kasih bintang 2, untuk harga oke lah lebih murah sedikit dari aplikasi sebelah. Tapi supir sama ojek nya kasar2 ngga ramah, kalau mau bikin pelanggan betah ngga cuma di harga aja tapi ada pelayanan mending pakai aplikasi sebelah aja ngga bikin mood jadi rusak",2,Negatif
"tolong dong jangan malah jelek aplikasi ini. harga ongkosnya ga terlalu mahal tapi nyari lokasinya susah banget. dipermudah dong kaya grap, cuma di ketik alamat tujuannya langsung ada , tapi aplikasi ini susah nya minta ampun.",3,
"Masukan aja buat pihak maxim, tolong dong untuk penerapan mapsnya ditingkatkan, saya sering kali harus nunggu lama banget karena permasalahan lokasi dipihak drivernya selalu gak pas tapi lokasi dipihak costumernya pas dan akurat banget dan kalau bisa dibagian waktu menunggu ditambah yang menunggu itu siapa, gak gak cocok kalau yang punya hambatan pihak drivernya datang terlambat dan melewati batas gratis yang disediakan tapi yang bayar ganti rugi keterlambatan costumer. Tolong yah",3,
"Saya baru download apk ini,tapi saya kesulitan isi saldo akun,lbih tepatnya menu top up gak ada,bisa dibantu di mudahkan,bintang akan bertambah sesuai pelayanan 🙏",3,
"Sering sekali kejadian, kita cancel order krn driver sangat lama datang, tapi orderan tetap jalan, sehingga sering konflik dgn driver. Atau, sering juga sudah upgrade penawaran, tapi order yg hrga lama masih tetap jalan, shg dtg 2 driver sekaligus, yg hrga lama (yg harga awal) dab driver baru (harga lebih mahal). Not recommended!!!",1,Negatif
"Pertama kali pakai maxim, dengan niat memang mengincar tarif kirim paket lebih murah daripada pesaingnya. Eh malah dapat bad experience. Pas udah di pick up drivernya tiba tiba kirim WA suruh cancel yang di aplikasi supaya dia tidak dapat potongan. Saran aja kalau barang sudah di pick up tidak bisa dibatalkan. Aneh 😮‍💨",1,Negatif
"Saya tinggal di Padang dan setiap saya pakai aplikasi ini dalam keadaan tidak bawa uang pas, drivernya pasti selalu tidak ada kembalian tapi driver nya ga ada itikad untuk nukar duitnya malah saya yg disuruh. Motor dan helmnya juga sering dapat yg ga bagus dan ga sesuai dengan plat yg di aplikasi. Semoga diperhatikan lagi kenyamanan dan kepuasan pelanggannya.",1,Negatif
"Biyaya order ( mesen ) sanggat lah murah ga seperti aplikasi lain pengemudi nya juga ramah dan tepat waktu dan sanggat menjaga keamanan dan kebersihan,pengemudi nya juga asik ko di aja curhat jadi perjalan tida merasakan kejenuhan dan bosan.",5,Positif
"simbol titik untuk pengemudi dan penumpang terlalu kecil dan kurang jelas, jadi tidak ramah untuk pengemudi, makanya sering kelewatan titik nya oleh pengemudi, dan simbol jalan juga tidak menggunakan warna yg cerah sehingga mudah di liat ketika mengemudi, seperti aplikasi sebelah menggunakan warna hijau yg jelas kelihatan, ini menggunakan warna garis hitam kecil ga terlalu jelas apalagi di jaln banyak nama nama toko jadi kurang jelas semoga bisa berbenah lebih baik lagi.",4,Positif
"Membahayakan penumpang,hampir nabrak mobil 1x dan nabrak srempetan sama motor 1 kali jari kaki saya luka,baru kali ini naik ojek online ngecewain, penjemputan tidak sesuai titik kelabasan,mohon di perbaiki lg,drivernya parah si begitu",1,Negatif
"bbrp driver bingung ketika saya bayar pake maxim wallet . setelah order selesai pembayaran blm masuk ke maxim wallet driver . tolong pihak maxim utk lebih di edukasi lagi drivernya . karena pembayaran non tunai sangat membantu . tapi kalo driver jadi protes ke kita karena maxim wallet belum bertambah , sedangkan saldo maxim wallet kita sudah berkurang , kitanya juga jadi bingung",5,Positif
"Jadi kemarin saya pesan Maksim yang mobil pas harga awal itu masih 17k ya Tapi pas udah nyampe tujuan ko harganya naik jadi 26k Itu salah ya dimana? Kalau dari awal 26k, kenapa ngga sekalian aja tu Kan kita yang susah nantinya Untung aja saya bawa duit lebih Kalau engga gimana ?? Kok bisa harganya berubah gitu !",1,Negatif
"Sekarang maxim benar benar aneh, harga argo tidak sesuai saat dapat driver nya. Harusnya argo sblm pemesanan 17000an tiba tiba saat dapat pengemudi jadi bayar 24000an. Aneh, tolong itu karena sistem nya yang bermasalah atau emang dari pengemudi nya?",1,Negatif
"Pelayananya sebenarnya bagus cuman msh blm lengkap gang2 nya & bbrp titik tertentu tdk ada diaplikasi. Toko2 besar tdk msuk diaplikasi. Kalau bisa perbaiki maps dlu , biar driver tdk nyasar2.",5,Positif
"aplikasi sudah bagus, gampang sekali untuk menggunakannya dikarenakan tidak adanya fitur² tambahan yg tidak perlu. hanya saja titik lokasinya agak kurang pas, tapi gapapa terus tingkatkan kinerja aplikasinya, semoga lebih optimal lagi",4,Positif
tolong ya di tambah lagi untuk rute nya sesuai di gmaps. yg nama nya driver ya harus tau jalan. klo ngga tau bisa cek di gmaps. masa penumpang nya yg arahin ke lokasi. klo penumpang nya gatau gmn. minus banyak ini aplikasi. enak pake ini aplikasi karna murah aja.,1,Negatif
"Tolong ajari kembali untuk setiap driver Maxim agar pembayaran Non Tunai bisa dilakukan.. Supaya selesai mengantar driver tidak meminta kembali ongkos secara Cash, karena itu sangat merugikan customer (harus bayar double)..",1,Negatif
"Udah bagus sih, cuma yg kurang tu dari aplikasinya sendiri di bagian map yg masih sangat sulit buat nyari lokasi yg dituju kadang ga ada di map mana harus buru"" eh malah makan waktu gegara nyari lokasi di map.",4,Positif
"Udah 2 kali saya order ojek online di Maxim, terus titik lokasi tujuan berubah, dan harganya juga berubah. Padahal sewaktu awal pesan saya sudah betul memilih titiknya. Saha jadi gak enak sama pengemudi ojeknya. Dikiranya saya yang gak mau bayar. Ini tolong ya developer nya Maxim",1,Negatif
"Pertama kali naik maxim, liat review banyak yg bilang gak bagus, tpi puji Tuhan pengalaman pertama bagus² aja,dalam 1 hr 3x order drivernya semua datang cepat, pelayanan jg bagus, tarif lebih murah gak ada yg negatif pokoke, bakal beralih kesini keknya...",5,Positif
